v1,cleaned_text,length,label
ham,petey boy whereare friendsare thekingshead come canlove nic,8,0
ham,ok msg u b leave house,6,0
ham,gimme ltgt minutes ago,4,0
spam,last chance claim ur worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz sub,18,1
ham,appt lttimegt fault u dont listen told u twice,9,0
spam,free st week nokia tone ur mobile every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone,20,1
spam,guaranteed award even cashto claim ur award call free stop getstop php rg jx,14,1
ham,k ill,2,0
ham,dled imp,2,0
ham,sure make sure knows aint smokin yet,7,0
ham,boooo always work quit,4,0
ham,taking half day leave bec well,6,0
ham,ugh dont wanna get bed warm,6,0
ham,ssnervous ltgt,2,0
ham,theres ring comes guys costumes gift future yowifes hint hint,10,0
spam,congratulations ur awarded either cd gift vouchers free entry weekly draw txt music tncs wwwldewcomwinppmxage,15,1
ham,borrow ur bag ok,4,0
spam,u outbid simonwatson shinco dvd plyr bid visit sms acsmsrewards end bid notifications reply end,15,1
ham,wheres boytoy miss happened,4,0
ham,lots used ones babe model doesnt help youi bring hell match,11,0
ham,also bringing galileo dobby,4,0
ham,responding,1,0
ham,boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care illspeak u soonlots loveme xxxx,19,0
ham,good afternoon starshine hows boytoy crave yet ache fuck sips cappuccino miss babe teasing kiss,15,0
ham,road cant txt,3,0
spam,smsservices yourinclusive text credits pls goto wwwcomuknet login qxj unsubscribe stop extra charge help comuk cm ae,17,1
spam,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity,21,1
ham,good evening ttyl,3,0
ham,hmm bits pieces lol sighs,5,0
ham,hahahause brain dear,3,0
ham,hey got mail,3,0
ham,sorry light turned green meant another friend wanted ltgt worth may around,12,0
ham,thanks yesterday sir wonderful hope enjoyed burial mojibiola,8,0
spam,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,18,1
ham,hi mate rv u hav nice hol message say hello coz havent sent u ages started driving stay roadsrvx,19,0
spam,dear voucher holder claim weeks offer pc please go httpwwwetlpcoukexpressoffer tscs apply stop texts txt stop,16,1
ham,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy message sent days ago,23,0
ham,surely result offer,3,0
ham,good morning dear great amp successful day,7,0
spam,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,16,1
ham,sir late paying rent past months pay ltgt charge felt would inconsiderate nag something give great cost thats didnt speak however recession wont able pay charge month hence askin well ahead months end please help thanks,36,0
spam,tried contact offer new video phone anytime network mins half price rental camcorder call reply delivery wed,17,1
spam,last chance claim ur worth discount voucherstext yes nowsavamobmember offers mobile cs sub remove txt x stop,17,1
ham,luv u soo much u dont understand special u r ring u morrow luv u xxx,16,0
ham,pls send comprehensive mail im paying much,7,0
ham,prashanthettans mother passed away last night pray family,8,0
spam,urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm,16,1
ham,kkwhen going,2,0
ham,meanwhile shit suite xavier decided give us ltgt seconds warning samantha coming playing jays guitar impress shit also dont think doug realizes dont live anymore,25,0
ham,stomach thru much trauma swear cant eat better lose weight,10,0
ham,officewhats mattermsg nowi call break,5,0
ham,yeah theres barely enough room two us x many fucking shoes sorry man see later,15,0
spam,todays offer claim ur worth discount vouchers text yes savamob member offers mobile cs sub unsub reply x,18,1
ham,u reach orchard already u wan go buy tickets first,10,0
ham,real baby want bring inner tigress,6,0
ham,da run activate full version da,6,0
ham,ah poor babyhope urfeeling bettersn luv probthat overdose work hey go careful spk u sn lots lovejen xxx,18,0
ham,stop story ive told ive returned hes saying order,9,0
spam,talk sexy make new friends fall love worlds discreet text dating service text vip see could meet,17,1
ham,going take babe,3,0
ham,hai ana tomarrow coming morning ltdecimalgt ill sathy go rto office reply came home,14,0
ham,spoons okay,2,0
ham,say somebody named tampa,4,0
ham,work going min,3,0
ham,brother genius,2,0
ham,sorry guess whenever get hold connections maybe hour two ill text,11,0
ham,u find time bus coz need sort stuff,8,0
ham,dude ive seeing lotta corvettes lately,6,0
spam,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call tscs wwwsmsconet pm approx mins,18,1
ham,consider walls bunkers shit important never play peaceful guess place high enough dont matter,14,0
spam,private account statement xxxxxx shows unredeemed points call identifier code expires,11,1
spam,hello need posh birds chaps user trial prods champneys put need address dob asap ta r,16,1
spam,u want xmas free text messages new video phone half price line rental call free find,16,1
ham,well officially philosophical hole u wanna call home ready saved,10,0
ham,going goodno problembut still need little experience understand american customer voice,11,0
ham,ill text drop x,4,0
ham,ugh long day im exhausted want cuddle take nap,9,0
ham,talk atleast day otherwise miss best friend world shakespeare shesil ltgt,11,0
spam,shop till u drop either k k cash travel voucher call ntt po box crbt fixedline cost ppm mobile vary,20,1
ham,castor need see something,4,0
spam,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr sptyrone,19,1
spam,u secret admirer looking make contact ufind rreveal thinks ur specialcall,11,1
spam,u secret admirer looking make contact ufind rreveal thinks ur specialcall stopsms,12,1
spam,reminder downloaded content already paid goto httpdoit mymoby tv collect content,11,1
ham,see knew giving break times woul lead always wanting miss curfew gonna gibe til one midnight movie gonna get til need come home need getsleep anything need b studdying ear training,31,0
ham,love give massages use lots baby oil fave position,9,0
ham,dude go sup,3,0
ham,yoyyooo u know change permissions drive mac usb flash drive,10,0
ham,gibbs unsoldmike hussey,3,0
ham,like talk pa able dont know,6,0
ham,dun cut short leh u dun like ah failed shes quite sad,12,0
ham,unbelievable faglord,2,0
ham,wifehow knew time murder exactly,5,0
ham,ask princess,2,0
ham,great princess thinking,3,0
ham,nutter cutter ctter cttergg cttargg ctargg ctagg ie,8,0
ham,ok noe ure busy im really bored msg u oso dunno wat colour choose one,15,0
ham,doesnt g class early tomorrow thus shouldnt trying smoke ltgt,10,0
ham,superb thought grateful u dont everything u want means u still opportunity happier tomorrow u today,16,0
ham,hope good week checking,4,0
ham,im used hope agents dont drop since ive booked things year whole boston nyc experiment,15,0
ham,thursday night yeah sure thing well work,7,0
spam,free ringtone waiting collected simply text password mix verify get usher britney fml,13,1
ham,probably money worries things coming due several outstanding invoices work two three months ago,14,0
ham,possible teach,2,0
ham,wonder phone battery went dead tell love babe,8,0
ham,lovely smell bus aint tobacco,5,0
ham,getting worried derek taylor already assumed worst,7,0
ham,hey whats charles sorry late reply,6,0
spam,lastest stereophonics marley dizzee racal libertines strokes win nookii games flirt click themob wap bookmark text wap,17,1
ham,ill give plus said grinule greet whenever speak,8,0
ham,white fudge oreos stores,4,0
spam,january male sale hot gay chat cheaper call national rate pmin cheap pmin peak stop texts call pmin,18,1
ham,love come took long leave zahers got words ym happy see sad left miss,14,0
ham,sorry hurt,2,0
ham,cant feel nauseous im pissed didnt eat sweets week cause today planning pig dieting week im hungry,17,0
ham,ok lor early still project meeting,6,0
ham,call da waiting call,4,0
ham,could ask carlos could get anybody else chip,8,0
ham,actually send reminder today wonderful weekend,6,0
ham,people see msgs think iam addicted msging wrong bcoz dont know iam addicted sweet friends bslvyl,16,0
ham,hey gave photo registered driving ah tmr wanna meet yck,10,0
ham,dont talk ever ok word,5,0
ham,u wana see,3,0
ham,way school pls send ashleys number,6,0
ham,shall fine avalarr hollalater,4,0
ham,went attend another two rounds todaybut still didt reach home,10,0
ham,actually deleted old websitenow blogging magicalsongsblogspotcom,6,0
ham,k wait chikkuil send aftr ltgt mins,7,0
ham,im diet ate many slices pizza yesterday ugh im always diet,11,0
ham,ki give kvb acc details,5,0
ham,oh come ah,3,0
spam,money r lucky winner claim prize text money million give away pptxnormal text rate box wtjy,16,1
ham,im really sorry wont b able fridayhope u find alternativehope yr terms going ok,14,0
ham,congratulations ore mo owo wa enjoy wish many happy moments fro wherever go,13,0
ham,samus shoulders yet,3,0
ham,time think youll need know near campus,7,0
spam,dear matthew please call landline complimentary lux tenerife holiday cash await collection ppm sae tcs box skxh,17,1
ham,dun wear jeans lor,4,0
ham,since side fever vomitin,4,0
ham,kkare college,2,0
spam,urgent call landline complimentary tenerife holiday cash await collection sae tcs box hp yf ppm,15,1
ham,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh,14,0
ham,sell well tons coins sell coins someone thru paypal voila money back life pockets,14,0
ham,theyre lots places hospitals medical places safe,7,0
spam,getting touch folks waiting company txt back name age opt enjoy community psms,13,1
ham,also ive sorta blown couple times recently id rather text blue looking weed,13,0
ham,sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,20,0
ham,cant wait see photos useful,5,0
spam,ur cashbalance currently pounds maximize ur cashin send go pmsg cc po box tcrw,14,1
ham,hey booked kb sat already lessons going ah keep sat night free need meet confirm lodging,16,0
ham,chk ur belovd ms dict,5,0
ham,time want come,3,0
ham,awesome lemme know whenever youre around,6,0
ham,shb b ok lor thanx,5,0
ham,beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves good night,15,0
ham,also remember get dobbys bowl car,6,0
spam,filthy stories girls waiting,4,1
ham,sorry c ur msg yar lor poor thing one night tmr ull brand new room sleep,16,0
ham,love isnt decision feeling could decide love life would much simpler less magical,13,0
ham,welp apparently retired,3,0
ham,sort code acc bank natwest reply confirm ive sent right person,11,0
ham,,0,0
ham,u sure u cant take sick time,7,0
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim validhrs,14,1
ham,watching cartoon listening music amp eve go temple amp church u,11,0
ham,yo chad gymnastics class wanna take site says christians class full,11,0
ham,much buzy,2,0
ham,better still catch let ask sell ltgt,7,0
ham,sure night menu know noon menu,6,0
ham,u want come backa beautiful necklace token heart youthats give wife likingbe seeno one give thatdont call mei wait till come,21,0
ham,willing go aptitude class,4,0
ham,wont b trying sort house ok,6,0
ham,yar lor wan go c horse racing today mah eat earlier lor ate chicken rice u,16,0
ham,haha awesome omw back,4,0
ham,yup thk e shop closes lor,6,0
ham,account number,2,0
ham,eh u send wrongly lar,5,0
ham,hey ad crap nite borin without ya boggy u boring biatch thanx u wait til nxt time il ave ya,20,0
ham,ok shall talk,3,0
ham,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing,16,0
ham,hey pay salary de ltgt,5,0
ham,another month need chocolate weed alcohol,6,0
ham,started searching get job dayshe great potential talent,8,0
ham,reckon need town eightish walk carpark,6,0
spam,congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl,17,1
ham,look fuckin time fuck think,5,0
ham,yo guess dropped,3,0
ham,carlos says hell mu ltgt minutes,6,0
ham,im office call ltgt min,5,0
ham,geeee miss already know think fuck cant wait till next year together loving kiss,14,0
ham,yun ahthe ubi one say wan call tomorrowcall look ireneere got bus ubi cresubi tech parkph st wkg daysn,19,0
ham,ugh gotta drive back sd la butt sore,8,0
ham,th july,2,0
ham,hi im relaxing time ever get every day party good night get home tomorrow ish,15,0
ham,wan come come lor din c stripes skirt,8,0
ham,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,18,0
ham,cant dont number,3,0
ham,change e one next escalator,5,0
ham,yetunde im class run water make ok pls,8,0
ham,lot happened feels quiet beth aunts charlie working lots helen mo,11,0
ham,wait bus stop aft ur lect lar dun c go get car come back n pick,16,0
ham,aight thanks comin,3,0
ham,nobut heard abt tat,4,0
spam,please call customer service representative freephone ampm guaranteed cash prize,10,1
ham,yeshe really greatbhaji told kallis best cricketer sachin worldvery tough get,11,0
ham,ltgt think say syllabus,4,0
ham,umma say anything,3,0
ham,give sec think think,4,0
spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout,15,1
ham,dont quite know still cant get hold anyone cud pick bout pm see theyre pub,15,0
ham,poyyarikaturkolathupalayamunjalur posterode dis ltgt,4,0
ham,dear heroi leaving qatar tonite apt opportunitypls keep touch ltemailgt kerala,11,0
ham,lol would mom would fit tell whole family crazy terrible,10,0
ham,got home babe still awake,5,0
ham,dunno close oredi v fan,5,0
ham,buy pizza meat lovers supreme u get pick,8,0
ham,ya toldshe asking wats matter,5,0
ham,dearregret cudnt pick calldrove frm ctla cochin homeleft mobile carente style ishtamayoohappy bakrid,13,0
spam,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone,20,1
ham,shall send exe mail id,5,0
ham,nope watching tv home going v bored,7,0
ham,knowwait check,2,0
ham,good afternoon glorious anniversary day sweet j hope finds happy content prey think send teasing kiss across sea coaxing images fond souveniers cougarpen,23,0
spam,guess somebody know secretly fancies wanna find give us call landline dateboxessexcmxn pmin,13,1
ham,still tonight,2,0
ham,may call later pls,4,0
ham,hasnt pattern recently crap weekends,5,0
ham,sore throat scratches talk,4,0
ham,yes da plm ur office,5,0
ham,around still asleep v,4,0
ham,lol forgot eh yes ill bring babe,7,0
ham,good well find way,4,0
ham,use foreign stamps country good lecture,6,0
ham,yup bathe liao,3,0
ham,happy new year man,4,0
ham,oh mr sheffield wanna play game okay youre boss im nanny give raise ill give one,16,0
ham,zoe hit im fucking shitin il defo try hardest cum morow luv u millions lekdog,15,0
ham,hello baby get back moms setting computer filling belly goes loverboy miss already sighs,14,0
ham,blankets sufficient thx,3,0
ham,naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,19,0
ham,edison rightly said fool ask questions wise man answer know us speechless viva gm,14,0
ham,talking thats de wont,4,0
ham,today going college able atten class,6,0
ham,im class holla later,4,0
ham,easy ahsen got selected means good,6,0
ham,mmm thats better got roast id b better drinks good indian,11,0
spam,know someone know fancies call find pobox lshb p,9,1
ham,come round,2,0
ham,thing change sentence want concentrate educational career im leaving,9,0
spam,flirting txt girl bloke ur name age eg girl zoe join get chatting,13,1
ham,walked hour c u doesnt show care wont u believe im serious,12,0
spam,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop,15,1
ham,available soiree june rd,4,0
ham,u noe wat time e place dat sells closes,9,0
ham,got another job one hospital data analysis something starts monday sure thesis got finished,14,0
ham,jays getting really impatient belligerent,5,0
ham,hiya comin bristol st week april les got rudi new yrs eve snoringthey drunk u bak college yet work sends ink bath,22,0
ham,im work please call,4,0
ham,u drive lor,3,0
ham,ard like dat,3,0
ham,tell theyre female v howre throwing deciding get,8,0
spam,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkentp,18,1
ham,im working technical support voice processnetworking field,7,0
ham,might come kerala daysso prepared take leave finalise dont plan travel visitneed finish urgent works,15,0
ham,ok sure time tho sure get library class try see point good eve,13,0
spam,new local dates area lots new people registered area reply date start wwwflirtpartyus replys,14,1
ham,thats fine ill bitch later,5,0
ham,mum went dentist,3,0
ham,free call sir waiting,4,0
ham,meeting u work tel shall work tomorrow,7,0
spam,someone u know asked dating service contact cant guess call revealed po box wu,14,1
ham,jus finish bathing,3,0
ham,alright ill make sure car back tonight,7,0
spam,urgent trying contact u todays draw shows prize guaranteed call land line claim c validhrs,15,1
spam,dear uve invited xchat final attempt contact u txt chat,10,1
ham,lul im gettin juicy gossip hospital two nurses talking fat gettin one thinks shes obese oyea,16,0
ham,aight ill get fb couple minutes,6,0
ham,oi ami parchi na kicchu kaaj korte iccha korche na phone ta tul na plz plz,16,0
ham,download clear movies dvd copies,5,0
ham,yep pretty sculpture,3,0
ham,convey regards,2,0
ham,watching surya movie pm vijay movie pokkiri,7,0
ham,tell happen dont behave like ok need say,8,0
ham,u get pic msgs phone,5,0
ham,send someone else,3,0
ham,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,18,0
ham,love start attractioni feel need every time around meshe first thing comes thoughtsi would start day end hershe every time dreamlove every breath namemy life happen around hermy life named heri would cry herwill give happiness take sorrowsi ready fight anyone heri love craziest things herlove dont proove anyone girl beautiful lady whole planeti always singing praises herlove start making chicken curry end makiing sambarlife beautiful thenwill get every morning thank god day mei would like say lotwill tell later,80,0
ham,frndship like needle clock though v r clock v r nt able met evn v meetitz seconds bt v alwys stay conected gud,23,0
ham,dont think spatula hands,4,0
ham,never nothing,2,0
spam,awarded sipix digital camera call landline delivery within days cs box mbp yr warranty ppm p p,17,1
ham,goodmorning today late ltdecimalgt min,5,0
spam,win urgent mobile number awarded prize guaranteed call land line claim valid hrs ppm,14,1
ham,please da call mistake side sorry da pls da goto doctor,11,0
ham,r meeting,2,0
ham,well weather calis great complexities great need car move freely taxes outrageous great place sad part missing home,18,0
ham,reached home tired come tomorro,5,0
ham,ryder unsoldnow gibbs,3,0
spam,dear subscriber ur draw gift voucher b entered receipt correct ans elvis presleys birthday txt answer,16,1
ham,dont fret ill buy ovulation test strips send wont get til like march send postal addressull alrightokay,17,0
ham,gifts trying get throw cliff something,6,0
ham,ne thing interesting good birthday u wrking nxt started uni today,11,0
ham,busy come point figure tomorrow,5,0
ham,yeah go bored depressed sittin waitin phone ring hope wind drops though scary,13,0
ham,black shirt n blue jeans thk c,7,0
ham,aiyah sorry lor watch tv watch forgot check phone,9,0
spam,message important information user today lucky day find log onto httpwwwurawinnercom fantastic surprise awaiting,14,1
ham,hen night going swing,4,0
ham,good afternoon love goes day woke early online waiting hmmm italian boy online see grins,15,0
ham,someone smoke every time ive smoked last two weeks calling texting wanted smoke,13,0
ham,youll get headache trying figure u trust math promise,9,0
ham,sfirst timedhoni rocks,3,0
ham,ok ill tell company,4,0
ham,awesome think get th usf time tonight,7,0
ham,means still think teju,4,0
ham,im good movie ok leave hourish,6,0
ham,nothis kallis home groundamla home town durban,7,0
ham,lets make saturday monday per convenience,6,0
ham,hey time driving fri go evaluation fri,7,0
spam,price claim call,3,1
ham,im going lunch wif family aft dat go str orchard lor,11,0
spam,bored speed dating try speedchat txt speedchat dont like em txt swap get new chatter chat poboxwwq pmsg rcd,19,1
ham,cancel cheyyamoand get money back,5,0
spam,want anytime network mins text new video phone five pounds per week call reply delivery tomorrow,16,1
ham,okok okthenwhats ur todays plan,5,0
ham,good morning princess,3,0
ham,aiyar sorry lor forgot tell u,6,0
spam,taking part mobile survey yesterday texts use however wish get txts send txt tc wwwtxtcom p,16,1
ham,tonight mate catching sleep new number way,7,0
ham,height oh shit situation guy throws luv letter gal falls brothers head whos gay,14,0
spam,ur hmv quiz cashbalance currently maximize ur cashin send hmv pmsg,11,1
ham,check errors difficulties correction,4,0
ham,howz painhope u r fine,5,0
ham,sorry ill call later,4,0
ham,good morning princess,3,0
ham,entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went,15,0
ham,u wake already thanx e tau sar piah quite nice,10,0
ham,k need login anything,4,0
spam,dont forget place many free requests stchoicecouk wish information call,10,1
ham,lol busy,2,0
ham,u wearing,2,0
ham,messagesome text missing sendername missing number missing sentdate missing missing u lot thats everything missing sent via fullonsmscom,18,0
ham,ohas usual vijay film different,5,0
spam,dont know u u dont know send chat lets find pmsg rcvd hgsuitelandsrowwjhl ldn years,15,1
ham,good day mine really busy much tomorrow night,8,0
ham,way send shades stuff wonderful,5,0
ham,really tot ur paper ended long ago wat u copied jus got use u happy lar still haf study,19,0
spam,thank winner notified sms good luck future marketing reply stop customer services,12,1
ham,babe lost,2,0
ham,ok help ask shes working tmr,6,0
ham,im driving raining ill get caught e mrt station lor,10,0
ham,drop tank,2,0
ham,said text one time,4,0
ham,sorry ill call later,4,0
ham,ok go change also,4,0
spam,girls many local u r virgins r ready fil ur every sexual need u fil text cute p,18,1
ham,u find sitter kaitlyn sick slept day yesterday,8,0
ham,sorry man accidentally left phone silent last night didnt check til got,12,0
ham,hey something came last min think wun signing tmr hee,10,0
ham,hes adult would learn experience theres real danger dont like peeps using drugs dont need comment,16,0
ham,hey theres veggie pizza,4,0
ham,yun buying school got offer plus,6,0
ham,sure neighbors didnt pick,4,0
ham,k sent,2,0
spam,free entry wkly comp win fa cup final tkts st may text fa receive entry questionstd txt ratetcs apply overs,20,1
ham,new theory argument wins situation loses person dont argue ur friends kick amp say im always correct,17,0
ham,well im computerless time make oreo truffles,7,0
ham,haha yeah see sec,4,0
ham,number sir,2,0
ham,lol im hot air balloon,5,0
ham,ok bus come soon come otherwise tomorrow,7,0
ham,msgs r time passthey silently say thinking u right also making u think least moment gd ntswt drms shesil,19,0
ham,yeah probably swing roommate finishes girl,6,0
spam,got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozadecoukwrc itcould u,19,1
ham,happy new years melody,4,0
ham,dun need pick ur gf,5,0
ham,yay better told girls either,5,0
ham,horrible u eat macs eat u forgot abt already rite u take long reply thk toot b b prepared wat shall eat,22,0
ham,say fantastic chance anything need bigger life lift losing live think would first person die n v q,18,0
ham,nw came hme da,4,0
ham,im outside islands head towards hard rock youll run,9,0
ham,day class class,3,0
ham,im chennai velachery,3,0
ham,flippin shit yet,3,0
ham,k give sec breaking ltgt cstore,6,0
ham,much bad avoid like,4,0
ham,yo around got car back,5,0
ham,annoying isnt,2,0
ham,goodmorning today late ltgt min,5,0
ham,theres point hangin mr right hes makin u happy,9,0
ham,come alivebetter correct good looking figure,6,0
ham,case guess ill see campus lodge,6,0
ham,done,1,0
ham,come home one last time wont anything trust,8,0
ham,night worrying appt shame missed girls night quizzes popcorn hair,10,0
spam,sex ur mobile free sexy pic jordan text babe every wk get sexy celeb pocketbabecouk pics wk,17,1
ham,ok c ya,3,0
spam,new voicemail please call,4,1
ham,said matter mind saying matter,5,0
ham,also knows lunch menu da know,6,0
ham,al moan n e thin goes wrong faultal de arguments r faultfed himso bother hav go thanxxx,17,0
ham,neft transaction reference number ltgt rs ltdecimalgt credited beneficiary account ltgt lttimegt ltgt,13,0
ham,otherwise part time job natuition,5,0
ham,know called,2,0
ham,also da feel yesterday night wait til day night dear,10,0
ham,thanks understanding ive trying tell sura,6,0
spam,win year supply cds store ur choice worth enter weekly draw txt music tscs wwwldewcomsubswinppmx,15,1
ham,whole car appreciated last two dad map reading semi argument apart things going ok p,15,0
spam,sim subscriber selected receive bonus get delivered door txt word ok claim pmsg exp apr,15,1
ham,need strong arms,3,0
ham,also maaaan missing,3,0
ham,bday real april,3,0
ham,guessin aint gonna,3,0
ham,ok come ur home half hour,6,0
ham,yo game almost want go walmart soon,7,0
ham,yeah probably sure ilol let u know personally wuldnt bother ur goin mite well,14,0
ham,ill text creepy like wont think forgot,7,0
ham,would good ill phone tomo lunchtime shall organise something,9,0
spam,new voicemail please call,4,1
ham,damn make tonight want wait til tomorrow,7,0
ham,kkim also finewhen complete course,5,0
ham,true passable get high score apply phd get years salary makes life easier,13,0
spam,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends ptone reply hl info,20,1
ham,prakesh know,2,0
ham,teach apps da come college,5,0
ham,rofl betta invest anti aging products,6,0
spam,winner u specially selected receive cash holiday flights inc speak live operator claim,13,1
ham,sir receive account another hr time sorry delay,8,0
spam,reply name address receive post weeks completely free accommodation various global locations wwwphbcom php,14,1
ham,submitting da project tmr rite,5,0
spam,free entry weekly comp send word enter tc wwwtextcompcom cust care,11,1
ham,jus ans lar ull noe later,6,0
ham,want send something sell fast ltgt k easy money,9,0
ham,got things may pub later,5,0
ham,finish meeting call,3,0
ham,lol ok ill snatch purse,5,0
ham,hellodrivbyquit edrunk sorry iff pthis makes senrddnot dancce drum n basqihave fun nhite x ros xxxxxxx,16,0
ham,opinion jada kusruthi lovable silent spl character matured stylish simple pls reply,12,0
ham,much getting,2,0
ham,ur paper e morn aft tmr,6,0
ham,dear relieved westonzoyland going plan end,6,0
ham,hope great new semester wish best made greatness,8,0
ham,oh yes speak txt u hmm u get email,9,0
ham,want show world princess europe,5,0
ham,nobody decide eat dad wants chinese,6,0
ham,shoot im docs waiting room,5,0
ham,im going dinner soon,4,0
ham,hello site download songs urgent pls,6,0
ham,know u mean king havin credit im goinbed night night sweet onlymore sleep,13,0
ham,horrible gal sch stuff come u got mc,8,0
ham,hi hun im comin nitetell every im sorry hope u ava goodtimeoli rang melnite ifink mite b sortedbut il explain everythin monlrsx,22,0
ham,call later dont network urgnt sms,6,0
ham,ummmmmaah many many happy returns day dear sweet heart happy birthday dear,12,0
spam,please call immediately urgent message waiting,6,1
ham,yeah like goes like friends imma flip shit like half hour,11,0
ham,mum say wan go go shun bian watch da glass exhibition,11,0
ham,plan pongal,2,0
ham,wait till end march el nino gets oh,8,0
ham,yet chikkugoing room nw im bus,6,0
ham,also cbe pay,3,0
ham,honey boo im missing u,5,0
ham,sent jd customer service cum accounts executive ur mail id details contact us,13,0
ham,yo im parents gettin cash good news picked downstem,9,0
ham,thank much skyped wit kz sura didnt get pleasure company hope good weve given ultimatum oh countin aburo enjoy,19,0
spam,hungry gay guys feeling hungry call pmin stop texts call pmin,11,1
ham,ok wahala remember friend need,5,0
ham,see half hour,3,0
ham,im inperialmusic listeningthe weirdest track ever byleafcutter johnsounds like insects molestedsomeone plumbingremixed evil men acid,15,0
ham,hey sorry didntgive ya bellearlier hunny,6,0
ham,seriously tell exact words right,5,0
spam,u get phone wanna chat set meet call u cum moro luv jane xx callsminmoremobsemspoboxpowa,15,1
ham,tee hee lecture cheery bye bye,6,0
ham,sorry chikku cell got problem thts nt able reply u msg u,12,0
ham,still havent collected dough pls let know go place sent get control number,13,0
ham,ok,1,0
spam,network operator service free cs visit biz,7,1
ham,let know contact ive settled room lets know ok,9,0
ham,wot u u weirdo,4,0
ham,lor,1,0
ham,dont put phone silent mode ok,6,0
ham,meet depends wan lor,4,0
ham,waiting tv show start lor u leh still busy ur report,11,0
ham,oh ho first time u use type words,8,0
ham,one doesnt stalk profiles,4,0
ham,ever green quote ever told jerry cartoon person irritates u always one loves u vry much fails express gud nyt,20,0
ham,yes thought thanks,3,0
ham,shes drinkin im ok,4,0
ham,wondering others took,3,0
ham,night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,20,0
ham,dog must always wait till end day word run time cell already,12,0
ham,happy new year u,4,0
ham,heygreat dealfarm tour pm pax deposit may,7,0
ham,eat jap done oso aft ur lect wat got lect rite,11,0
ham,hey babe saw came online second disappeared happened,8,0
ham,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wishes,18,0
ham,happy birthday may ur dreams come true,7,0
ham,aiyah u ok already lar e nydc wheellock,8,0
ham,tell said eat shit,4,0
ham,sure driving reach destination soon,5,0
ham,k much th fifty,4,0
ham,daily text favour time,4,0
ham,great hear settling well whats happenin wit ola,8,0
ham,cocksuckers makes feel better ipads worthless garbage novelty items feel bad even wanting one,14,0
ham,tot u reach liao said tshirt,6,0
ham,fran decided go n e way im completely broke knackered got bout c u mrw love janx ps dads fone credit,21,0
ham,cant pick phone right pls send message,7,0
ham,right ill make appointment right,5,0
ham,designation software developer may get chennai,6,0
spam,enjoy jamster videosound gold club credits new videosounds logosmusicnews get fun jamstercouk help call,14,1
spam,get lions england tone reply lionm mono lionp poly go wwwringtonescouk original n best tones gbp network operator rates apply,20,1
ham,jokin oni lar busy wun disturb,6,0
ham,ok careful dont text drive,5,0
ham,ill always even spirit ill get bb soon trying sure need,11,0
ham,u r much close heart u go away shattered plz stay,11,0
ham,love u babe r u sure everything alrite idiot txt bak girlie,12,0
ham,abt making pics bigger,4,0
ham,got got colours lor one colour quite light n e darker lor actually im done shes styling hair,18,0
ham,whenevr ur sad whenevr ur gray remembr im listn watevr u wanna say jus walk wid little whileamp promise ill bring back ur smile,24,0
ham,nothing ok anyway give treat,5,0
spam,win newest harry potter order phoenix book reply harry answer questions chance first among readers,15,1
ham,ok,1,0
ham,correct work today,3,0
ham,sent scream moan bed princess,5,0
ham,wake long ago already dunno thing,6,0
ham,oh getting even u u,5,0
ham,thk shd ok said plus minus leave line paragraphs,9,0
ham,call plz number shows coveragd area urgnt call vasai amp reach clock call plz,14,0
ham,yeah jays sort fucking retard,5,0
ham,sorry bathroom sup,3,0
spam,ur balance ur next question sang uptown girl answer txt ur answer good luck,14,1
ham,exam february wish great day,5,0
